"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"TG O-16:0_16:0_16:0",247717,"C51H100O5",793.3,"CCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C51H100O5/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-54-47-49(56-51(53)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)48-55-50(52)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h49H,4-48H2,1-3H3","PPDBIVVWNXSKCW-UHFFFAOYSA-N","(2-hexadecanoyloxy-3-hexadecoxypropyl) hexadecanoate",792.75707629,792.75707629
"CE 24:6",164244705,"C51H80O2",725.2,"CCC=CCC=CCC=CCC=CCC=CCC=CCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C51H80O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-31-49(52)53-44-36-38-50(5)43(40-44)32-33-45-47-35-34-46(42(4)30-28-29-41(2)3)51(47,6)39-37-48(45)50/h8-9,11-12,14-15,17-18,20-21,23-24,32,41-42,44-48H,7,10,13,16,19,22,25-31,33-40H2,1-6H3/b9-8-,12-11-,15-14-,18-17-,21-20-,24-23-","FEDDKYHZBKFZKG-MMRRFZAGSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosa-6,9,12,15,18,21-hexaenoate",724.61583179,724.61583179
"CE 24:3",164202506,"C51H86O2",731.2,"CCCCCCCC=CCC=CCC=CCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CCCCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C51H86O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-31-49(52)53-44-36-38-50(5)43(40-44)32-33-45-47-35-34-46(42(4)30-28-29-41(2)3)51(47,6)39-37-48(45)50/h13-14,16-17,19-20,32,41-42,44-48H,7-12,15,18,21-31,33-40H2,1-6H3/b14-13-,17-16-,20-19-","AZPZOEPDYFCIDH-BYBPBHJYSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (10Z,13Z,16Z)-tetracosa-10,13,16-trienoate",730.66278198,730.66278198
"CE 24:2",164501520,"C51H88O2",733.2,"CCCCCCCC=CCC=CCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CCCCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C51H88O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-31-49(52)53-44-36-38-50(5)43(40-44)32-33-45-47-35-34-46(42(4)30-28-29-41(2)3)51(47,6)39-37-48(45)50/h13-14,16-17,32,41-42,44-48H,7-12,15,18-31,33-40H2,1-6H3/b14-13-,17-16-","ZIIQNISLSHWERD-AUGURXLVSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (13Z,16Z)-tetracosa-13,16-dienoate",732.67843205,732.67843205
"CE 24:1",164351604,"C51H90O2",735.3,"CCCCCCCCCCC=CCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C51H90O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-31-49(52)53-44-36-38-50(5)43(40-44)32-33-45-47-35-34-46(42(4)30-28-29-41(2)3)51(47,6)39-37-48(45)50/h16-17,32,41-42,44-48H,7-15,18-31,33-40H2,1-6H3/b17-16-","NHTXXNHMZGOTGQ-MSUUIHNZSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (Z)-tetracos-13-enoate",734.69408211,734.69408211
"PC 11:0_32:3",164323931,"C51H96NO8P",882.3,"CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC=CCC=CCC=CCCCCCCC","CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC/C=C\C/C=C\C/C=C\CCCCCCC","InChI=1S/C51H96NO8P/c1-6-8-10-12-14-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-38-40-42-44-51(54)60-49(48-59-61(55,56)58-46-45-52(3,4)5)47-57-50(53)43-41-39-37-15-13-11-9-7-2/h17-18,20-21,23-24,49H,6-16,19,22,25-48H2,1-5H3/b18-17-,21-20-,24-23-","LFKKFONAYMWZRA-YPKKODKUSA-N","[2-[(18Z,21Z,24Z)-dotriaconta-18,21,24-trienoyl]oxy-3-undecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",881.68735602,881.68735602
"TG O-18:0_14:1_16:1",164343860,"C51H96O5",789.3,"CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCC","CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC","InChI=1S/C51H96O5/c1-4-7-10-13-16-19-22-24-25-26-28-31-34-37-40-43-46-54-47-49(56-51(53)45-42-39-36-33-29-21-18-15-12-9-6-3)48-55-50(52)44-41-38-35-32-30-27-23-20-17-14-11-8-5-2/h15,18,20,23,49H,4-14,16-17,19,21-22,24-48H2,1-3H3/b18-15-,23-20-","MSLJUSQLDZAKJA-XCUCQOFMSA-N","[3-octadecoxy-2-[(Z)-tetradec-9-enoyl]oxypropyl] (Z)-hexadec-9-enoate",788.72577616,788.72577616
"TG O-16:0_16:0_16:1",164230343,"C51H98O5",791.3,"CCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C51H98O5/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-54-47-49(56-51(53)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)48-55-50(52)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h20,23,49H,4-19,21-22,24-48H2,1-3H3/b23-20-","DBWALFOEAFBWCI-ATJXCDBQSA-N","[1-[(Z)-hexadec-9-enoyl]oxy-3-hexadecoxypropan-2-yl] hexadecanoate",790.74142622,790.74142622
"PC O-44:3",164374218,"C52H100NO7P",882.3,"CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC=CCC=CCC=CCCCCCCC","CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC/C=C\C/C=C\C/C=C\CCCCCCC","InChI=1S/C52H100NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-28-29-30-31-32-33-35-37-39-41-43-45-52(54)60-51(50-59-61(55,56)58-48-46-53(3,4)5)49-57-47-44-42-40-38-36-34-21-19-17-15-13-11-9-7-2/h18,20,23-24,26-27,51H,6-17,19,21-22,25,28-50H2,1-5H3/b20-18-,24-23-,27-26-","OZTHSMITCXYYAP-WOZDTOOZSA-N","[3-hexadecoxy-2-[(14Z,17Z,20Z)-octacosa-14,17,20-trienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",881.72374153,881.72374153
"PC O-44:2",164244626,"C52H102NO7P",884.3,"CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC=CCC=CCCCCCCC","CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC/C=C\C/C=C\CCCCCCC","InChI=1S/C52H102NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-28-29-30-31-32-33-35-37-39-41-43-45-52(54)60-51(50-59-61(55,56)58-48-46-53(3,4)5)49-57-47-44-42-40-38-36-34-21-19-17-15-13-11-9-7-2/h18,20,23-24,51H,6-17,19,21-22,25-50H2,1-5H3/b20-18-,24-23-","FDXLPKIPVZTNQM-FDGVQLEBSA-N","[3-hexadecoxy-2-[(17Z,20Z)-octacosa-17,20-dienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",883.73939159,883.73939159
"PC O-44:1",164460129,"C52H104NO7P",886.4,"CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCCCC","CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCCCC","InChI=1S/C52H104NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-28-29-30-31-32-33-35-37-39-41-43-45-52(54)60-51(50-59-61(55,56)58-48-46-53(3,4)5)49-57-47-44-42-40-38-36-34-21-19-17-15-13-11-9-7-2/h23-24,51H,6-22,25-50H2,1-5H3/b24-23-","WFMRKLLAMDMKBR-VHXPQNKSSA-N","[3-hexadecoxy-2-[(Z)-octacos-17-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",885.75504165,885.75504165
"PC 18:5_26:6",164431815,"C52H82NO8P",880.2,"CCC=CCC=CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC(COC(=O)C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","InChI=1S/C52H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-28-29-31-33-35-37-39-41-43-45-52(55)61-50(49-60-62(56,57)59-47-46-53(3,4)5)48-58-51(54)44-42-40-38-36-34-32-30-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-22,24-25,27-28,30-31,33-34,36,40,42,50H,6-7,12-13,18-19,23,26,29,32,35,37-39,41,43-49H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,25-24-,28-27-,30-21-,33-31-,36-34-,42-40-","UCERGKJQFBLCRB-QJULEUNGSA-N","[2-[(8Z,11Z,14Z,17Z,20Z,23Z)-hexacosa-8,11,14,17,20,23-hexaenoyl]oxy-3-[(3Z,6Z,9Z,12Z,15Z)-octadeca-3,6,9,12,15-pentaenoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",879.57780557,879.57780557
"PC O-44:5",164352877,"C52H96NO7P",878.3,"CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C52H96NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-28-29-30-31-32-33-35-37-39-41-43-45-52(54)60-51(50-59-61(55,56)58-48-46-53(3,4)5)49-57-47-44-42-40-38-36-34-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,27-28,51H,6-7,9,11-13,15,17-19,21,23,26,29-50H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,28-27-","NKGFQIYBEVOJQB-HVVPRZNFSA-N","[3-hexadecoxy-2-[(13Z,16Z,19Z,22Z,25Z)-octacosa-13,16,19,22,25-pentaenoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",877.6924414,877.6924414
"PC O-44:4",164398607,"C52H98NO7P",880.3,"CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C52H98NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-28-29-30-31-32-33-35-37-39-41-43-45-52(54)60-51(50-59-61(55,56)58-48-46-53(3,4)5)49-57-47-44-42-40-38-36-34-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,51H,6-7,9,11-13,15,17-19,21,23,26-50H2,1-5H3/b10-8-,16-14-,22-20-,25-24-","QVUCZHOVBREGEJ-SHJNOZFHSA-N","[3-hexadecoxy-2-[(16Z,19Z,22Z,25Z)-octacosa-16,19,22,25-tetraenoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",879.70809146,879.70809146
"TG O-16:1_16:0_18:1",164308496,"C53H100O5",817.4,"CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C53H100O5/c1-4-7-10-13-16-19-22-25-27-29-31-34-37-40-43-46-52(54)57-50-51(49-56-48-45-42-39-36-33-30-26-23-20-17-14-11-8-5-2)58-53(55)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3/h20,23,25,27,51H,4-19,21-22,24,26,28-50H2,1-3H3/b23-20-,27-25-","KBBWNAZEUNARLL-NJDMNPJTSA-N","[2-hexadecanoyloxy-3-[(Z)-hexadec-9-enoxy]propyl] (Z)-octadec-9-enoate",816.75707629,816.75707629
"TG O-18:1_16:0_16:1",164384893,"C53H100O5",817.4,"CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC","CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC","InChI=1S/C53H100O5/c1-4-7-10-13-16-19-22-25-26-27-30-33-36-39-42-45-48-56-49-51(58-53(55)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)50-57-52(54)46-43-40-37-34-31-28-23-20-17-14-11-8-5-2/h20,23,25-26,51H,4-19,21-22,24,27-50H2,1-3H3/b23-20-,26-25-","PUPFSKHHXHHYBB-UOBUJMOASA-N","[1-[(Z)-hexadec-9-enoyl]oxy-3-[(Z)-octadec-9-enoxy]propan-2-yl] hexadecanoate",816.75707629,816.75707629
"TG 16:0_16:0_18:1",5283475,"C53H100O6",833.4,"CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C53H100O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h25-26,50H,4-24,27-49H2,1-3H3/b26-25-","YHMDGPZOSGBQRH-QPLCGJKRSA-N","2,3-di(hexadecanoyloxy)propyl (Z)-octadec-9-enoate",832.75199091,832.75199091
"TG O-18:1_16:0_16:0",89558367,"C53H102O5",819.4,"CCCCCCCCCCCCCCCC(=O)OCC(COCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCC(=O)OCC(COCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C53H102O5/c1-4-7-10-13-16-19-22-25-26-27-30-33-36-39-42-45-48-56-49-51(58-53(55)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)50-57-52(54)46-43-40-37-34-31-28-23-20-17-14-11-8-5-2/h25-26,51H,4-24,27-50H2,1-3H3/b26-25-","XBBSAJXNKNWKFB-QPLCGJKRSA-N","[2-hexadecanoyloxy-3-[(Z)-octadec-9-enoxy]propyl] hexadecanoate",818.77272635,818.77272635
"TG 16:0_16:0_18:0",91865524,"C53H102O6",835.4,"CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C53H102O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h50H,4-49H2,1-3H3","DQKMNCLZNGAXNX-UHFFFAOYSA-N","2,3-di(hexadecanoyloxy)propyl octadecanoate",834.76764097,834.76764097
"TG O-18:0_16:0_16:0",129725165,"C53H104O5",821.4,"CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C53H104O5/c1-4-7-10-13-16-19-22-25-26-27-30-33-36-39-42-45-48-56-49-51(58-53(55)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)50-57-52(54)46-43-40-37-34-31-28-23-20-17-14-11-8-5-2/h51H,4-50H2,1-3H3","MKLRNSWSMYIMIP-UHFFFAOYSA-N","(2-hexadecanoyloxy-3-octadecoxypropyl) hexadecanoate",820.78837641,820.78837641
"CE 26:5",164465485,"C53H86O2",755.2,"CCC=CCC=CCC=CCC=CCC=CCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C53H86O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33-51(54)55-46-38-40-52(5)45(42-46)34-35-47-49-37-36-48(44(4)32-30-31-43(2)3)53(49,6)41-39-50(47)52/h8-9,11-12,14-15,17-18,20-21,34,43-44,46-50H,7,10,13,16,19,22-33,35-42H2,1-6H3/b9-8-,12-11-,15-14-,18-17-,21-20-","WPYZRMHFYAUQDY-QXPWYRSVSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (11Z,14Z,17Z,20Z,23Z)-hexacosa-11,14,17,20,23-pentaenoate",754.66278198,754.66278198
"CE 26:4",164369032,"C53H88O2",757.3,"CCC=CCC=CCC=CCC=CCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C53H88O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33-51(54)55-46-38-40-52(5)45(42-46)34-35-47-49-37-36-48(44(4)32-30-31-43(2)3)53(49,6)41-39-50(47)52/h8-9,11-12,14-15,17-18,34,43-44,46-50H,7,10,13,16,19-33,35-42H2,1-6H3/b9-8-,12-11-,15-14-,18-17-","OPUHJXNRXZLPPO-GKFVBPDJSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (14Z,17Z,20Z,23Z)-hexacosa-14,17,20,23-tetraenoate",756.67843205,756.67843205
"TG 12:0_16:1_22:6",164496121,"C53H88O6",821.3,"CCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCC","CCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC","InChI=1S/C53H88O6/c1-4-7-10-13-16-19-21-23-24-25-26-27-28-30-31-34-37-40-43-46-52(55)58-49-50(48-57-51(54)45-42-39-36-33-18-15-12-9-6-3)59-53(56)47-44-41-38-35-32-29-22-20-17-14-11-8-5-2/h7,10,16,19-20,22-24,26-27,30-31,37,40,50H,4-6,8-9,11-15,17-18,21,25,28-29,32-36,38-39,41-49H2,1-3H3/b10-7-,19-16-,22-20-,24-23-,27-26-,31-30-,40-37-","YXTGOPPZEULCSO-OJOXMCQASA-N","[3-dodecanoyloxy-2-[(Z)-hexadec-9-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",820.65809052,820.65809052
"CE 26:3",164396642,"C53H90O2",759.3,"CCCCCCCC=CCC=CCC=CCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CCCCCCC/C=C\C/C=C\C/C=C\CCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C53H90O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33-51(54)55-46-38-40-52(5)45(42-46)34-35-47-49-37-36-48(44(4)32-30-31-43(2)3)53(49,6)41-39-50(47)52/h13-14,16-17,19-20,34,43-44,46-50H,7-12,15,18,21-33,35-42H2,1-6H3/b14-13-,17-16-,20-19-","QRYHUKGZDCGFBR-BYBPBHJYSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (12Z,15Z,18Z)-hexacosa-12,15,18-trienoate",758.69408211,758.69408211
"TG 12:0_16:0_22:6",138211551,"C53H90O6",823.3,"CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C53H90O6/c1-4-7-10-13-16-19-21-23-24-25-26-27-28-30-31-34-37-40-43-46-52(55)58-49-50(48-57-51(54)45-42-39-36-33-18-15-12-9-6-3)59-53(56)47-44-41-38-35-32-29-22-20-17-14-11-8-5-2/h7,10,16,19,23-24,26-27,30-31,37,40,50H,4-6,8-9,11-15,17-18,20-22,25,28-29,32-36,38-39,41-49H2,1-3H3/b10-7-,19-16-,24-23-,27-26-,31-30-,40-37-","MLHGBIWZPHKGMZ-BWODIXBQSA-N","(3-dodecanoyloxy-2-hexadecanoyloxypropyl) (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",822.67374059,822.67374059
"CE 26:2",164336213,"C53H92O2",761.3,"CCCCCCCC=CCC=CCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","CCCCCCC/C=C\C/C=C\CCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","InChI=1S/C53H92O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33-51(54)55-46-38-40-52(5)45(42-46)34-35-47-49-37-36-48(44(4)32-30-31-43(2)3)53(49,6)41-39-50(47)52/h13-14,16-17,34,43-44,46-50H,7-12,15,18-33,35-42H2,1-6H3/b14-13-,17-16-","MDJJSYWQMDLUHE-AUGURXLVSA-N","[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (15Z,18Z)-hexacosa-15,18-dienoate",760.70973217,760.70973217
"TG O-12:0_16:0_22:6",164378470,"C53H92O5",809.3,"CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C53H92O5/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-32-34-37-40-43-46-52(54)57-50-51(49-56-48-45-42-39-36-21-18-15-12-9-6-3)58-53(55)47-44-41-38-35-33-30-23-20-17-14-11-8-5-2/h7,10,16,19,24-25,27-28,31-32,37,40,51H,4-6,8-9,11-15,17-18,20-23,26,29-30,33-36,38-39,41-50H2,1-3H3/b10-7-,19-16-,25-24-,28-27-,32-31-,40-37-","PHXRQCLNYQGWBQ-IVGYXPPBSA-N","(3-dodecoxy-2-hexadecanoyloxypropyl) (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",808.69447603,808.69447603
