"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"(1R,3R,4R,5S,6S,8x)-1-Acetoxy-8-angeloyloxy-3,4-epoxy-5-hydroxy-7(14),10-bisaboladien-2-one",131752774,"C22H30O7",406.5,"CC=C(C)C(=O)OC(CC=C(C)C)C(=C)C1C(C2C(O2)(C(=O)C1OC(=O)C)C)O","C/C=C(/C)\C(=O)OC(CC=C(C)C)C(=C)C1C(C2C(O2)(C(=O)C1OC(=O)C)C)O","InChI=1S/C22H30O7/c1-8-12(4)21(26)28-15(10-9-11(2)3)13(5)16-17(24)20-22(7,29-20)19(25)18(16)27-14(6)23/h8-9,15-18,20,24H,5,10H2,1-4,6-7H3/b12-8-","NTVBUJOKRXFMAK-WQLSENKSSA-N","[2-(4-acetyloxy-2-hydroxy-6-methyl-5-oxo-7-oxabicyclo[4.1.0]heptan-3-yl)-6-methylhepta-1,5-dien-3-yl] (Z)-2-methylbut-2-enoate",406.19915329,406.19915329
"2-(S-Glutathionyl)acetyl glutathione",11954072,"C22H34N6O13S2",654.7,"C(CC(=O)NC(CSCC(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N","C(CC(=O)N[C@@H](CSCC(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N","InChI=1S/C22H34N6O13S2/c23-10(21(38)39)1-3-14(29)27-12(19(36)25-5-16(31)32)7-42-9-18(35)43-8-13(20(37)26-6-17(33)34)28-15(30)4-2-11(24)22(40)41/h10-13H,1-9,23-24H2,(H,25,36)(H,26,37)(H,27,29)(H,28,30)(H,31,32)(H,33,34)(H,38,39)(H,40,41)/t10-,11-,12-,13-/m0/s1","QEJUVDVAWJBQIG-CYDGBPFRSA-N","(2S)-2-amino-5-[[(2R)-3-[2-[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]sulfanyl-2-oxoethyl]sulfanyl-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",654.16252751,654.16252751
"6''-O-Acetylgenistin",5315831,"C23H22O11",474.4,"CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC=C(C3=O)C4=CC=C(C=C4)O)O)O)O)O","CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC=C(C3=O)C4=CC=C(C=C4)O)O)O)O)O","InChI=1S/C23H22O11/c1-10(24)31-9-17-20(28)21(29)22(30)23(34-17)33-13-6-15(26)18-16(7-13)32-8-14(19(18)27)11-2-4-12(25)5-3-11/h2-8,17,20-23,25-26,28-30H,9H2,1H3/t17-,20-,21+,22-,23-/m1/s1","DXWGBJJLEDQBKS-LDBVRRDLSA-N","[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-3-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxan-2-yl]methyl acetate",474.11621151,474.11621151
"3,4',5,6-Tetrahydroxy-3',7-dimethoxyflavone 3-glucuronide",131752323,"C23H22O14",522.4,"COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O","COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O","InChI=1S/C23H22O14/c1-33-9-5-7(3-4-8(9)24)19-20(36-23-18(30)16(28)17(29)21(37-23)22(31)32)15(27)12-10(35-19)6-11(34-2)13(25)14(12)26/h3-6,16-18,21,23-26,28-30H,1-2H3,(H,31,32)","VEAQUGWEICGLMM-UHFFFAOYSA-N","6-[5,6-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",522.10095537,522.10095537
"Cyanidin 3-(4-acetylglucoside)",74976937,"C23H23O12+",491.4,"CC(=O)OC1C(OC(C(C1O)O)OC2=CC3=C(C=C(C=C3[O+]=C2C4=CC(=C(C=C4)O)O)O)O)CO","CC(=O)OC1C(OC(C(C1O)O)OC2=CC3=C(C=C(C=C3[O+]=C2C4=CC(=C(C=C4)O)O)O)O)CO","InChI=1S/C23H22O12/c1-9(25)32-22-18(8-24)35-23(20(31)19(22)30)34-17-7-12-14(28)5-11(26)6-16(12)33-21(17)10-2-3-13(27)15(29)4-10/h2-7,18-20,22-24,30-31H,8H2,1H3,(H3-,26,27,28,29)/p+1","WCYSXTJZNKVDKY-UHFFFAOYSA-O","[6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromenylium-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl] acetate",491.11895116,491.11895116
"Diphenhydramine N-glucuronide",178420,"C23H29NO7",431.5,"C[N+](C)(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C3C(C(C(C(O3)C(=O)[O-])O)O)O","C[N+](C)(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)[O-])O)O)O","InChI=1S/C23H29NO7/c1-24(2,22-19(27)17(25)18(26)21(31-22)23(28)29)13-14-30-20(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17-22,25-27H,13-14H2,1-2H3/t17-,18-,19+,21-,22+/m0/s1","OAIGZXXQYIJBLR-WJJPVSRMSA-N","(2S,3S,4S,5R,6R)-6-[2-benzhydryloxyethyl(dimethyl)azaniumyl]-3,4,5-trihydroxyoxane-2-carboxylate",431.19440226,431.19440226
"Armillane",131751864,"C23H32O7",420.5,"CC1=CC(=C(C=C1O)O)C(=O)OC2CC3(C2(C(C(C4C3CC(C4)(C)C)O)CO)O)C","CC1=CC(=C(C=C1O)O)C(=O)OC2CC3(C2(C(C(C4C3CC(C4)(C)C)O)CO)O)C","InChI=1S/C23H32O7/c1-11-5-12(17(26)6-16(11)25)20(28)30-18-9-22(4)14-8-21(2,3)7-13(14)19(27)15(10-24)23(18,22)29/h5-6,13-15,18-19,24-27,29H,7-10H2,1-4H3","XAJFXYLALLZDAD-UHFFFAOYSA-N","[2a,4-dihydroxy-3-(hydroxymethyl)-6,6,7b-trimethyl-1,2,3,4,4a,5,7,7a-octahydrocyclobuta[e]inden-2-yl] 2,4-dihydroxy-5-methylbenzoate",420.21480336,420.21480336
"11-Hydroxyeicosatetraenoate glyceryl ester",53481455,"C23H38O5",394.5,"CCCCCC=CC=CC(CC=CCC=CCCCC(=O)OC(CO)CO)O","CCCCC/C=C\C=C\[C@H](C/C=C\C/C=C\CCCC(=O)OC(CO)CO)O","InChI=1S/C23H38O5/c1-2-3-4-5-7-10-13-16-21(26)17-14-11-8-6-9-12-15-18-23(27)28-22(19-24)20-25/h6-7,9-11,13-14,16,21-22,24-26H,2-5,8,12,15,17-20H2,1H3/b9-6-,10-7-,14-11-,16-13+/t21-/m1/s1","SSHLWLAPLZCWOT-XYOZOUKRSA-N","1,3-dihydroxypropan-2-yl (5Z,8Z,11S,12E,14Z)-11-hydroxyicosa-5,8,12,14-tetraenoate",394.27192431,394.27192431
"Dibenzo[a,l]pyrene",9119,"C24H14",302.4,"C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4","C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4","InChI=1S/C24H14/c1-2-8-18-16(6-1)14-17-13-12-15-7-5-11-20-19-9-3-4-10-21(19)24(18)23(17)22(15)20/h1-14H","JNTHRSHGARDABO-UHFFFAOYSA-N","hexacyclo[10.10.2.02,7.08,24.015,23.017,22]tetracosa-1(23),2,4,6,8,10,12(24),13,15,17,19,21-dodecaene",302.109550447,302.109550447
"(-)-Epigallocatechin 3-p-coumaroate",6474788,"C24H20O9",452.4,"C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C=CC4=CC=C(C=C4)O","C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)/C=C/C4=CC=C(C=C4)O","InChI=1S/C24H20O9/c25-14-4-1-12(2-5-14)3-6-22(30)32-21-11-16-17(27)9-15(26)10-20(16)33-24(21)13-7-18(28)23(31)19(29)8-13/h1-10,21,24-29,31H,11H2/b6-3+/t21-,24-/m1/s1","HKPGWUPXXPIOAN-XMTAIGAMSA-N","[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",452.11073221,452.11073221
"6''-Malonylgenistin",15934091,"C24H22O13",518.4,"C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)O","C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O","InChI=1S/C24H22O13/c25-11-3-1-10(2-4-11)13-8-34-15-6-12(5-14(26)19(15)20(13)30)36-24-23(33)22(32)21(31)16(37-24)9-35-18(29)7-17(27)28/h1-6,8,16,21-26,31-33H,7,9H2,(H,27,28)/t16-,21-,22+,23-,24-/m1/s1","FRAUJUKWSKMNJY-RSEYPYQYSA-N","3-oxo-3-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-3-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxan-2-yl]methoxy]propanoic acid",518.10604075,518.10604075
"KRP 203-phosphate",56947075,"C23H25ClNO6PS",509.9,"C1=CC=C(C=C1)OC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(COP(=O)(O)O)N)Cl","C1=CC=C(C=C1)OC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(COP(=O)(O)O)N)Cl","InChI=1S/C23H25ClNO6PS/c24-22-14-21(10-9-17(22)11-12-23(25,15-26)16-30-32(27,28)29)33-20-8-4-7-19(13-20)31-18-5-2-1-3-6-18/h1-10,13-14,26H,11-12,15-16,25H2,(H2,27,28,29)","BZVUYJGCYLMFGX-UHFFFAOYSA-N","[2-amino-4-[2-chloro-4-(3-phenoxyphenyl)sulfanylphenyl]-2-(hydroxymethyl)butyl] dihydrogen phosphate",509.0828734,509.0828734
"Resibufogenin",6917974,"C24H32O4",384.5,"CC12CCC(CC1CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)O","C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@]35[C@H](O5)C[C@@H]4C6=COC(=O)C=C6)C)O","InChI=1S/C24H32O4/c1-22-9-7-16(25)11-15(22)4-5-18-17(22)8-10-23(2)19(12-20-24(18,23)28-20)14-3-6-21(26)27-13-14/h3,6,13,15-20,25H,4-5,7-12H2,1-2H3/t15-,16+,17+,18-,19-,20-,22+,23-,24-/m1/s1","ATLJNLYIJOCWJE-CWMZOUAVSA-N","5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one",384.2300595,384.2300595
"3'-Hydroxy-T2 Toxin",78169621,"C24H34O10",482.5,"CC1=CC2C(CC1OC(=O)CC(C)(C)O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C","CC1=CC2C(CC1OC(=O)CC(C)(C)O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C","InChI=1S/C24H34O10/c1-12-7-16-23(10-30-13(2)25,8-15(12)33-17(27)9-21(4,5)29)22(6)19(32-14(3)26)18(28)20(34-16)24(22)11-31-24/h7,15-16,18-20,28-29H,8-11H2,1-6H3","MLDQZNYFEGLVAS-UHFFFAOYSA-N","[11-acetyloxy-2-(acetyloxymethyl)-10-hydroxy-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-yl] 3-hydroxy-3-methylbutanoate",482.21519728,482.21519728
"4,5-Dihydro-drospirenone-3-sulfate",131770037,"C24H34O5S",434.6,"CC12CCC(CC1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C)S(=O)(=O)O","C[C@]12CCC(CC1[C@@H]3C[C@@H]3C4C2CC[C@]5(C4[C@@H]6C[C@@H]6C57CCC(=O)O7)C)S(=O)(=O)O","InChI=1S/C24H34O5S/c1-22-6-3-12(30(26,27)28)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(25)29-24/h12-18,20-21H,3-11H2,1-2H3,(H,26,27,28)/t12?,13-,14+,15-,16?,17?,18+,20?,21?,22-,23+,24?/m1/s1","ZHIWICDXDMTIEM-AAQOLUSRSA-N","(2S,4R,10S,14S,16S,18S)-10,14-dimethyl-5'-oxospiro[hexacyclo[9.8.0.02,4.05,10.014,19.016,18]nonadecane-15,2'-oxolane]-7-sulfonic acid",434.21269535,434.21269535
"Cervonoyl ethanolamide",53245830,"C24H36O3",372.5,"CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCCO","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCCO","InChI=1S/C24H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-24(26)27-23-22-25/h3-4,6-7,9-10,12-13,15-16,18-19,25H,2,5,8,11,14,17,20-23H2,1H3/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-","CXWASNUDKUTFPQ-KUBAVDMBSA-N","2-hydroxyethyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",372.26644501,372.26644501
"Cavipetin C",14527070,"C24H36O4",388.5,"CC(=CCCC(=CCOC(=O)C(=CO)C)C)CCC=C(C)CCC=C(C)C=O","C/C(=C\CC/C(=C/COC(=O)/C(=C/O)/C)/C)/CC/C=C(\C)/CC/C=C(\C)/C=O","InChI=1S/C24H36O4/c1-19(9-6-10-20(2)12-8-14-22(4)17-25)11-7-13-21(3)15-16-28-24(27)23(5)18-26/h10-11,14-15,17-18,26H,6-9,12-13,16H2,1-5H3/b19-11+,20-10+,21-15+,22-14+,23-18+","JYQVRBSGMTVCKG-JIDRUIINSA-N","[(2E,6E,10E,14E)-3,7,11,15-tetramethyl-16-oxohexadeca-2,6,10,14-tetraenyl] (E)-3-hydroxy-2-methylprop-2-enoate",388.26135963,388.26135963
"3.alpha.-Hydroxy-7-oxo-5.beta.-cholanic acid",444262,"C24H38O4",390.6,"CC(CCC(=O)O)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)C","InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-19,22,25H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,22+,23+,24-/m1/s1","DXOCDBGWDZAYRQ-AURDAFMXSA-N","(4R)-4-[(3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pentanoic acid",390.27700969,390.27700969
"3a,4b,12a-Trihydroxy-5b-cholanoic acid",53477684,"C24H40O5",408.6,"CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4O)O)C)O)C","C[C@@H](CCC(=O)O)C1CCC2[C@@]1([C@H](CC3C2CCC4[C@@]3(CC[C@H]([C@@H]4O)O)C)O)C","InChI=1S/C24H40O5/c1-13(4-9-21(27)28)15-7-8-16-14-5-6-17-22(29)19(25)10-11-23(17,2)18(14)12-20(26)24(15,16)3/h13-20,22,25-26,29H,4-12H2,1-3H3,(H,27,28)/t13-,14?,15?,16?,17?,18?,19+,20-,22+,23-,24+/m0/s1","FRYVQXCDSBCDAU-IQXKVUNVSA-N","(4S)-4-[(3R,4R,10R,12S,13R)-3,4,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",408.28757437,408.28757437
"1beta-Hydroxycholic acid",5283893,"C24H40O6",424.6,"CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(C(CC(C4)O)O)C)O)O)C","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3([C@@H](C[C@H](C4)O)O)C)O)O)C","InChI=1S/C24H40O6/c1-12(4-7-21(29)30)15-5-6-16-22-17(11-20(28)24(15,16)3)23(2)13(9-18(22)26)8-14(25)10-19(23)27/h12-20,22,25-28H,4-11H2,1-3H3,(H,29,30)/t12-,13+,14+,15-,16+,17+,18-,19-,20+,22+,23+,24-/m1/s1","UYVVLXVBEQAATF-WAIVXGPNSA-N","(4R)-4-[(1R,3S,5S,7R,8S,9S,10S,12S,13R,14S,17R)-1,3,7,12-tetrahydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",424.28248899,424.28248899
"Silidianin",11982272,"C25H22O10",482.4,"COC1=C(C=CC(=C1)C2C3COC4(C3C(=CC2C4=O)C5C(C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O","COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@]4([C@H]3C(=C[C@H]2C4=O)[C@@H]5[C@H](C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O","InChI=1S/C25H22O10/c1-33-16-4-9(2-3-14(16)27)18-11-7-12(20-13(18)8-34-25(20,32)24(11)31)23-22(30)21(29)19-15(28)5-10(26)6-17(19)35-23/h2-7,11,13,18,20,22-23,26-28,30,32H,8H2,1H3/t11-,13-,18+,20+,22+,23-,25-/m1/s1","CYGIJEJDYJOUAN-JSGXPVSSSA-N","(1R,3R,6R,7R,10R)-3-hydroxy-10-(4-hydroxy-3-methoxyphenyl)-8-[(2R,3R)-3,5,7-trihydroxy-4-oxo-2,3-dihydrochromen-2-yl]-4-oxatricyclo[4.3.1.03,7]dec-8-en-2-one",482.12129689,482.12129689
"Perindopril Acyl-beta-D-glucuronide",71751527,"C25H40N2O11",544.6,"CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O","CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O","InChI=1S/C25H40N2O11/c1-4-8-14(23(34)36-5-2)26-12(3)21(31)27-15-10-7-6-9-13(15)11-16(27)24(35)38-25-19(30)17(28)18(29)20(37-25)22(32)33/h12-20,25-26,28-30H,4-11H2,1-3H3,(H,32,33)/t12-,13-,14-,15-,16-,17-,18-,19+,20-,25-/m0/s1","VEYBPHDESXGJIN-STTHWTIYSA-N","(2S,3S,4S,5R,6S)-6-[(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carbonyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",544.2632101,544.2632101
"3,17-Androstanediol glucuronide",3034755,"C25H40O8",468.6,"CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)OC(=O)C5C(C(C(C(O5)O)O)O)O","C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)OC(=O)[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)O)O)O)O","InChI=1S/C25H40O8/c1-24-9-7-13(32-23(31)21-19(28)18(27)20(29)22(30)33-21)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-22,26-30H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,17-,18-,19-,20+,21-,22+,24-,25-/m0/s1","TWDCYBTXSUNASK-WGGIPMEBSA-N","[(3R,5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] (2S,3S,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylate",468.27231823,468.27231823
"Acarbose",41774,"C25H43NO18",645.6,"CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO","C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO","InChI=1S/C25H43NO18/c1-6-11(26-8-2-7(3-27)12(30)15(33)13(8)31)14(32)19(37)24(40-6)43-22-10(5-29)42-25(20(38)17(22)35)44-21-9(4-28)41-23(39)18(36)16(21)34/h2,6,8-39H,3-5H2,1H3/t6-,8+,9-,10-,11-,12-,13+,14+,15+,16-,17-,18-,19-,20-,21-,22-,23?,24-,25-/m1/s1","XUFXOAAUWZOOIT-UGEKTDRHSA-N","(3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol",645.24801352,645.24801352
"Neoandrographolide",9848024,"C26H40O8",480.6,"CC1(CCCC2(C1CCC(=C)C2CCC3=CCOC3=O)C)COC4C(C(C(C(O4)CO)O)O)O","C[C@]1(CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O","InChI=1S/C26H40O8/c1-15-5-8-19-25(2,14-33-24-22(30)21(29)20(28)18(13-27)34-24)10-4-11-26(19,3)17(15)7-6-16-9-12-32-23(16)31/h9,17-22,24,27-30H,1,4-8,10-14H2,2-3H3/t17-,18-,19-,20-,21+,22-,24-,25+,26+/m1/s1","YGCYRQKJYWQXHG-RDNQFMDVSA-N","4-[2-[(1R,4aS,5R,8aS)-5,8a-dimethyl-2-methylidene-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-2H-furan-5-one",480.27231823,480.27231823
"2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid",145740514,"C26H43NO7S",513.7,"CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(=O)C4)C)O)O)C","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCC(=O)C4)C)O)O)C","InChI=1S/C26H43NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-16,18-22,24,29-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,18-,19?,20+,21-,22+,24+,25+,26-/m1/s1","VOUKAYFXXSUOGA-SISNUXOHSA-N","2-[[(4R)-4-[(5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid",513.27602388,513.27602388
"Taurocholate",6675,"C26H45NO7S",515.7,"CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1","WBWWGRHZICKQGZ-HZAMXZRMSA-N","2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid",515.29167395,515.29167395
"Ethyl hydrogen sulfate",6004,"C2H6O4S",126.13,"CCOS(=O)(=O)O","CCOS(=O)(=O)O","InChI=1S/C2H6O4S/c1-2-6-7(3,4)5/h2H2,1H3,(H,3,4,5)","KIWBPDUYBMNFTB-UHFFFAOYSA-N","ethyl hydrogen sulfate",125.99867984,125.99867984
"O-Phosphorylethanolamine",1015,"C2H8NO4P",141.06,"C(COP(=O)(O)O)N","C(COP(=O)(O)O)N","InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)","SUHOOTKUPISOBE-UHFFFAOYSA-N","2-aminoethyl dihydrogen phosphate",141.01909473,141.01909473
"L-Cysteine",5862,"C3H7NO2S",121.16,"C(C(C(=O)O)N)S","C([C@@H](C(=O)O)N)S","InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1","XUJNEKJLAYXESH-REOHCLBHSA-N","(2R)-2-amino-3-sulfanylpropanoic acid",121.01974964,121.01974964
